text,answer,prediction
"Look for indications that the price of gold is decreasing.. In the news headline, can you identify a Direction Down pertaining to gold? Your response should be Yes or No.
Text: supply tightens; gold borrowing rates hit 2009 highs
Answer:",No,No
"Look for indications that the price of gold is stable.. Is the news headline discussing a Direction Constant related to gold? Please respond with Yes or No.
Text: supply tightens; gold borrowing rates hit 2009 highs
Answer:",No,No
"Consider whether the headline references past prices of gold.. In the news headline, can you identify a PastPrice pertaining to gold? Your response should be Yes or No.
Text: supply tightens; gold borrowing rates hit 2009 highs
Answer:",Yes,No
"Look for any mention of future gold prices.. Can a FuturePrice in the gold market be inferred from the news headline? Your response should be either Yes or No.
Text: supply tightens; gold borrowing rates hit 2009 highs
Answer:",No,No
"Consider whether the headline discusses past events related to gold.. Is there a PastNews in the gold commodity market indicated in the news headline? Please answer Yes or No.
Text: supply tightens; gold borrowing rates hit 2009 highs
Answer:",No,No
"Look for any references to future events concerning gold.. Does the news headline suggest a FutureNews for gold? Your response should be Yes or No.
Text: supply tightens; gold borrowing rates hit 2009 highs
Answer:",No,No
"Consider if the headline compares gold with other assets.. Does the news headline provide information on a Asset Comparision regarding gold? Your answer should be either Yes or No.
Text: supply tightens; gold borrowing rates hit 2009 highs
Answer:",No,No.
"Consider whether the headline mentions the price of gold.. Is the news headline discussing a Price or Not related to gold? Please respond with Yes or No.
Text: gold and silver stocks in relief rally
Answer:",Yes,No.
"Look for indications that the price of gold is increasing.. Is there a mention of a Direction Up in relation to gold in the news headline? Please answer with Yes or No.
Text: gold and silver stocks in relief rally
Answer:",Yes,No
"Look for indications that the price of gold is decreasing.. In the context of gold, is there a Direction Down implied in the news headline? Respond with Yes or No.
Text: gold and silver stocks in relief rally
Answer:",No,No
"Look for indications that the price of gold is stable.. Can a Direction Constant in the gold market be inferred from the news headline? Your response should be either Yes or No.
Text: gold and silver stocks in relief rally
Answer:",No,No.
"Consider whether the headline references past prices of gold.. Is there a PastPrice in the gold commodity market indicated in the news headline? Please answer Yes or No.
Text: gold and silver stocks in relief rally
Answer:",Yes,No
"Look for any mention of future gold prices.. Does the news headline indicate a FuturePrice in the context of gold commodities? Your answer should be Yes or No.
Text: gold and silver stocks in relief rally
Answer:",No,No
"Consider whether the headline discusses past events related to gold.. Is there a PastNews in the gold commodity market indicated in the news headline? Please answer Yes or No.
Text: gold and silver stocks in relief rally
Answer:",No,No
"Look for any references to future events concerning gold.. Does the news headline provide information on a FutureNews regarding gold? Your answer should be either Yes or No.
Text: gold and silver stocks in relief rally
Answer:",No,No
"Consider if the headline compares gold with other assets.. In the news headline, can you identify a Asset Comparision pertaining to gold? Your response should be Yes or No.
Text: gold and silver stocks in relief rally
Answer:",Yes,No
"Consider whether the headline mentions the price of gold.. Is there a mention of a Price or Not in relation to gold in the news headline? Please answer with Yes or No.
Text: June gold pulls back to $1,251.20/oz in electronic trade, down from session's finish
Answer:",Yes,No
"Look for indications that the price of gold is increasing.. Can a Direction Up in the gold market be inferred from the news headline? Your response should be either Yes or No.
Text: June gold pulls back to $1,251.20/oz in electronic trade, down from session's finish
Answer:",No,No
"Look for indications that the price of gold is decreasing.. Can a Direction Down in the gold market be inferred from the news headline? Your response should be either Yes or No.
Text: June gold pulls back to $1,251.20/oz in electronic trade, down from session's finish
Answer:",Yes,No
"Look for indications that the price of gold is stable.. Does the news headline indicate a Direction Constant in the context of gold commodities? Your answer should be Yes or No.
Text: June gold pulls back to $1,251.20/oz in electronic trade, down from session's finish
Answer:",No,No.
"Consider whether the headline references past prices of gold.. Is the news headline discussing a PastPrice related to gold? Please respond with Yes or No.
Text: June gold pulls back to $1,251.20/oz in electronic trade, down from session's finish
Answer:",Yes,No.
"Look for any mention of future gold prices.. Does the news headline suggest a FuturePrice for gold? Your response should be Yes or No.
Text: June gold pulls back to $1,251.20/oz in electronic trade, down from session's finish
Answer:",No,No
"Consider whether the headline discusses past events related to gold.. Does the news headline provide information on a PastNews regarding gold? Your answer should be either Yes or No.
Text: June gold pulls back to $1,251.20/oz in electronic trade, down from session's finish
Answer:",No,No.
"Look for any references to future events concerning gold.. Does the news headline suggest a FutureNews for gold? Your response should be Yes or No.
Text: June gold pulls back to $1,251.20/oz in electronic trade, down from session's finish
Answer:",No,No
"Consider if the headline compares gold with other assets.. Is there a Asset Comparision in the gold commodity market indicated in the news headline? Please answer Yes or No.
Text: June gold pulls back to $1,251.20/oz in electronic trade, down from session's finish
Answer:",No,No
"Consider whether the headline mentions the price of gold.. Does the news headline provide information on a Price or Not regarding gold? Your answer should be either Yes or No.
Text: Gold futures up at Rs 26,450 on global cues
Answer:",Yes,No.
"Look for indications that the price of gold is increasing.. Is the news headline discussing a Direction Up related to gold? Please respond with Yes or No.
Text: Gold futures up at Rs 26,450 on global cues
Answer:",Yes,Yes.
"Look for indications that the price of gold is decreasing.. Is there a Direction Down in the gold commodity market indicated in the news headline? Please answer Yes or No.
Text: Gold futures up at Rs 26,450 on global cues
Answer:",No,No
"Look for indications that the price of gold is stable.. Can a Direction Constant in the gold market be inferred from the news headline? Your response should be either Yes or No.
Text: Gold futures up at Rs 26,450 on global cues
Answer:",No,No
